PlayerID,StageIndex,Score,UsedTime,UpdateGap,Win,RecordTime
1,1,15,6.924097,3,True,2025-12-17 17:14:14
1,1,15,1.524027,3,True,2025-12-17 19:56:06
1,2,15,0.5654296,4,True,2025-12-17 19:56:18
1,1,15,1.531351,3,True,2025-12-17 19:58:03
1,2,15,0.7927374,4,True,2025-12-17 19:58:25
1,1,15,0.9166006,3,True,2025-12-17 20:00:33
1,1,10,0.8147495,3,True,2025-12-17 20:18:30
1,1,15,1.51728,3,True,2025-12-17 20:29:44
1,1,15,1.886041,3,True,2025-12-17 20:30:23
1,1,10,5.150713,3,True,2025-12-17 20:36:52
1,1,10,14.58209,3,True,2025-12-17 20:40:48
1,1,10,8.409047,3,True,2025-12-17 20:45:11
1,1,10,6.086902,3,True,2025-12-17 20:45:39
